brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,vehicle_age,mileage_per_year,is_luxury,has_accident,clean_title_binary
BMW,Z4 sDrive28i,2015,57550.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,White,None reported,Yes,29995.0,11,4795.833333333333,1,0,1
Cadillac,CTS-V Base,2017,48600.0,Gasoline,640.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,60999.0,9,4860.0,0,0,1
Ford,Transit Connect XL,2020,119000.0,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,18000.0,6,17000.0,0,0,1
Land,Rover Range Rover Velar SVAutobiography Dynamic Edition,2020,36500.0,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,72000.0,6,5214.285714285715,1,0,1
Lexus,IS 250 Base,2010,121250.0,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,White,At least 1 accident or damage reported,Yes,13250.0,16,7132.35294117647,1,1,1
BMW,X7 xDrive40i,2023,2437.0,Hybrid,375.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,78350.0,3,609.25,1,0,1
Volvo,XC90 T6 Momentum,2018,110380.0,Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,At least 1 accident or damage reported,Yes,22000.0,8,12264.444444444445,0,1,1
Hyundai,Tucson Limited,2008,149000.0,Gasoline,173.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Gray,None reported,Yes,3850.0,18,7842.105263157895,0,0,1
Dodge,Durango GT,2021,14684.0,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,DB Black Clearcoat,Black,None reported,Unknown,37995.0,5,2447.3333333333335,0,0,0
Mercedes-Benz,AMG C 43 Base 4MATIC,2017,39000.0,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,39000.0,9,3900.0,1,1,1
GMC,Yukon XL SLT,2019,65212.0,Gasoline,5.3L V8 16V GDI OHV,Automatic,Summit White,Jet Black,None reported,Yes,42995.0,7,8151.5,0,0,1
Audi,RS Q8 4.0T,2020,41856.0,Gasoline,591.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,91500.0,6,5979.428571428572,1,0,1
Rivian,R1S Adventure Package,2023,655.0,Gasoline,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,Red,Silver,None reported,Yes,94500.0,3,163.75,0,0,1
Toyota,RAV4 Hybrid XLE,2019,54000.0,Hybrid,219.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Gray,Gray,None reported,Yes,33000.0,7,6750.0,0,0,1
Alfa,Romeo Stelvio Quadrifoglio,2019,26500.0,Gasoline,505.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,53900.0,7,3312.5,0,0,1
Land,Rover Range Rover Evoque SE,2020,38356.0,Gasoline,2.0 Liter,Automatic,Firenze Red Metallic,Ebony,None reported,Unknown,36598.0,6,5479.428571428572,1,0,0
Alfa,Romeo Stelvio Ti Sport,2020,21487.0,Gasoline,2.0L I4 16V GDI SOHC Turbo,8-Speed Automatic,Anodized Blue Metallic,Ice,None reported,Yes,35345.0,6,3069.5714285714284,0,0,1
Cadillac,Escalade EXT Base,2007,99000.0,Gasoline,403.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,22999.0,19,4950.0,0,0,1
Ford,F-250 Lariat,2019,35597.0,E85 Flex Fuel,6.2L V8 16V MPFI SOHC Flexible Fuel,6-Speed Automatic,Black,Black,None reported,Unknown,47756.0,7,4449.625,0,0,0
Nissan,350Z Enthusiast,2005,130307.0,Gasoline,287.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,None reported,Yes,9950.0,21,5923.045454545455,0,0,1
Subaru,Legacy 2.5 i Premium,2010,178000.0,Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,7600.0,16,10470.588235294117,0,0,1
Honda,Civic LX,2003,160265.0,Gasoline,115.0HP 1.7L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,3000.0,23,6677.708333333333,0,1,1
McLaren,570S Spider,2020,8700.0,Gasoline,562.0HP 3.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,185000.0,6,1242.857142857143,0,0,1
Maserati,Ghibli S Q4,2016,1000.0,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Red,None reported,Yes,36000.0,10,90.9090909090909,0,0,1
Jeep,Wagoneer Series II 4x4,2022,29800.0,Gasoline,"HEMI 5.7L V-8 variable valve control, regular unleaded, engine w","Automatic, 8-Spd",–,–,None reported,Unknown,58900.0,4,5960.0,0,0,0
Maserati,Ghibli S Q4,2017,49750.0,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,27995.0,9,4975.0,0,0,1
Lexus,RX 300 Base,2002,121000.0,Gasoline,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,6348.0,24,4840.0,1,0,1
Lincoln,Aviator Luxury,2005,140000.0,Gasoline,302.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,2000.0,21,6363.636363636364,0,0,1
Ford,Transit Connect XL,2018,66770.0,E85 Flex Fuel,169.0HP 2.5L 4 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Red,–,Unknown,Unknown,21500.0,8,7418.888888888889,0,1,0
Cadillac,SRX Luxury Collection,2016,61549.0,Gasoline,3.6 Liter SIDI DOHC,Automatic,Red,Ebony,At least 1 accident or damage reported,Unknown,19998.0,10,5595.363636363636,0,1,0
Lincoln,MKS EcoBoost,2016,38100.0,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,None reported,Yes,21000.0,10,3463.6363636363635,0,0,1
Toyota,Yaris Base,2010,138071.0,Gasoline,106.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Gray,None reported,Yes,5000.0,16,8121.823529411765,0,0,1
Mercedes-Benz,AMG E 63 S 4MATIC,2019,40000.0,Gasoline,603.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,72000.0,7,5000.0,1,1,1
Mercedes-Benz,GLS 450 Base,2022,41545.0,Hybrid,3.0 Liter DOHC Twin Turbo,Automatic,MANUFAKTUR Diamond White Bright,Macchiato Beige/Black,None reported,Unknown,71998.0,4,8309.0,1,0,0
Mercedes-Benz,G-Class G 550 4MATIC,2019,47850.0,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,127899.0,7,5981.25,1,1,1
Hyundai,Veloster Turbo R-Spec,2014,128000.0,Gasoline,201.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Red,None reported,Yes,11000.0,12,9846.153846153846,0,0,1
Toyota,4Runner Limited,2019,48156.0,Gasoline,4.0L V6 24V MPFI DOHC,5-Speed Automatic,Midnight Black Metallic,Sand Beige,None reported,Unknown,40368.0,7,6019.5,0,0,0
Mercedes-Benz,S-Class S 580 4MATIC,2021,4700.0,Hybrid,496.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Black,Black,None reported,Yes,99900.0,5,783.3333333333334,1,0,1
Audi,RS 7 4.0T Performance Prestige,2017,39071.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,White,Black,None reported,Unknown,67900.0,9,3907.1,1,0,0
Mazda,MX-5 Miata Base,1999,96680.0,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Green,Beige,At least 1 accident or damage reported,Yes,12900.0,27,3452.8571428571427,0,1,1
Mercedes-Benz,AMG C 43 Base,2017,53500.0,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,33999.0,9,5350.0,1,1,1
Chevrolet,Corvette Z06,2007,11025.0,Gasoline,505.0HP 7.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Black,None reported,Yes,47500.0,19,551.25,0,0,1
Ford,F-250 King Ranch,2021,44000.0,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,73000.0,5,7333.333333333333,0,1,1
Volkswagen,Tiguan 2.0T SE,2022,11000.0,Gasoline,184.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,White,None reported,Yes,27900.0,4,2200.0,0,0,1
BMW,750 Li xDrive,2012,103000.0,Gasoline,407.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,16000.0,14,6866.666666666667,1,0,1
BMW,M3 CS,2024,456.0,Gasoline,543.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,128995.0,2,152.0,1,0,1
Lexus,GX 460 Base,2018,64000.0,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Brown,None reported,Yes,37300.0,8,7111.111111111111,1,0,1
Audi,Q7 3.0T Premium,2017,108000.0,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Brown,None reported,Yes,25999.0,9,10800.0,1,0,1
Alfa,Romeo Stelvio Ti Sport,2018,37045.0,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,At least 1 accident or damage reported,Yes,26600.0,8,4116.111111111111,0,1,1
Land,Rover Defender X,2023,5433.0,Hybrid,3.0 Liter,Automatic,Santorin Black,Black,None reported,Unknown,95998.0,3,1358.25,1,0,0
BMW,750 i xDrive,2019,28744.0,Gasoline,4.4 Liter DOHC Twin Turbo,Automatic,Black,Black,None reported,Unknown,50998.0,7,3593.0,1,0,0
BMW,M3 Base,2015,65800.0,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,44950.0,11,5483.333333333333,1,0,1
Rolls-Royce,Ghost Base,2021,850.0,Gasoline,563.0HP 6.7L 12 Cylinder Engine Gasoline Fuel,A/T,White,White,None reported,Yes,314900.0,5,141.66666666666666,0,0,1
Audi,e-tron Prestige,2019,33012.0,Gasoline,355.0HP Electric Motor Electric Fuel System,1-Speed A/T,Blue,Beige,None reported,Yes,38000.0,7,4126.5,1,0,1
Lexus,IS 250 Base,2011,107818.0,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,At least 1 accident or damage reported,Yes,11400.0,15,6738.625,1,1,1
Land,Rover Range Rover Evoque SE Premium,2016,79500.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,19000.0,10,7227.272727272727,1,0,1
Ferrari,California T,2015,20000.0,Gasoline,553.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Brown,At least 1 accident or damage reported,Yes,124990.0,11,1666.6666666666667,0,1,1
Lexus,LC 500 Base,2018,37000.0,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Red,None reported,Yes,63997.0,8,4111.111111111111,1,0,1
Kia,EV6 Wind,2022,11945.0,Gasoline,111.2Ah / FR 70kW / RR 160kW (697V),Automatic,Glacier,Black,None reported,Unknown,38998.0,4,2389.0,0,0,0
GMC,Sierra 1500 SLE Crew Cab,2005,131800.0,Gasoline,295.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,5800.0,21,5990.909090909091,0,1,1
Lexus,ES 350 Base,2008,146000.0,Gasoline,272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,8995.0,18,7684.210526315789,1,0,1
Nissan,370Z NISMO,2010,29000.0,Gasoline,350.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,M/T,Silver,–,None reported,Yes,29000.0,16,1705.8823529411766,0,0,1
Dodge,Ram 1500 Laramie,2004,141209.0,Gasoline,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,5700.0,22,6139.521739130435,0,0,1
Ford,Expedition Limited,2016,85253.0,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,19995.0,10,7750.272727272727,0,0,1
INFINITI,QX70 Base,2015,87009.0,Gasoline,325.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,17800.0,11,7250.75,0,0,1
BMW,X5 M Base,2023,4348.0,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Alpine White,Black,None reported,Unknown,105900.0,3,1087.0,1,0,0
Lincoln,Navigator Select,2016,158000.0,Gasoline,380.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,None reported,Yes,19780.0,10,14363.636363636364,0,0,1
Volvo,V60 Cross Country T5,2020,10500.0,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,36000.0,6,1500.0,0,0,1
Audi,A7 3.0T Premium Plus,2018,45843.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,37000.0,8,5093.666666666667,1,0,1
Ford,Bronco Sport Outer Banks,2021,15198.0,Gasoline,1.5L I3 12V PDI DOHC Turbo,8-Speed Automatic,Blue,Navy Pier,None reported,Yes,31621.0,5,2533.0,0,0,1
Volkswagen,Eurovan MV,2001,220000.0,Gasoline,140.0HP 2.8L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,–,None reported,Yes,5500.0,25,8461.538461538461,0,0,1
Jaguar,F-TYPE R,2017,58000.0,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,51500.0,9,5800.0,1,0,1
Land,Rover Range Rover Evoque R-Dynamic HSE,2020,30424.0,Hybrid,2.0 Liter,Automatic,Silver,Black,None reported,Unknown,44998.0,6,4346.285714285715,1,0,0
RAM,1500 Laramie,2021,38012.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Delmonico Red Pearlcoat,Black,None reported,Yes,45277.0,5,6335.333333333333,0,0,1
Rivian,R1S Adventure Package,2023,2500.0,Gasoline,835.0HP Electric Motor Electric Fuel System,A/T,Gray,Gray,None reported,Yes,91000.0,3,625.0,0,0,1
BMW,M760 i xDrive,2021,11078.0,Gasoline,"6.6L V-12 gasoline direct injection, DOHC, variable valve contro","Automatic, 8-Spd Sport w/Sport & Manual Modes",BLACK,WHITE,None reported,Unknown,91900.0,5,1846.3333333333333,1,0,0
Lexus,LX 570 Three-Row,2018,50000.0,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,65000.0,8,5555.555555555556,1,0,1
Land,Rover Range Rover Velar P250 SE R-Dynamic,2019,58000.0,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,38000.0,7,7250.0,1,0,1
Acura,MDX w/Technology Package,2023,3415.0,Gasoline,3.5 Liter SOHC,F,White,Parchment.,None reported,Unknown,54998.0,3,853.75,0,0,0
Lexus,LC 500 Base,2018,61000.0,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,65000.0,8,6777.777777777777,1,0,1
Audi,SQ5 3.0T Prestige,2019,48500.0,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,43500.0,7,6062.5,1,1,1
Land,Rover Range Rover Velar P250 SE R-Dynamic,2018,65680.0,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,34900.0,8,7297.777777777777,1,1,1
RAM,1500 Limited,2020,44362.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Bright White Clearcoat,Black,None reported,Yes,50658.0,6,6337.428571428572,0,0,1
Audi,S4 3.0T Premium,2019,18603.0,Gasoline,3.0L V6 24V GDI DOHC Turbo,8-Speed Automatic,Brilliant Black,Black,None reported,Unknown,42900.0,7,2325.375,1,0,0
Audi,A8 4.0,2020,35999.0,Hybrid,4.0 Liter Turbo,Automatic,Mythos Black Metallic,Sarder Brown,None reported,Unknown,59598.0,6,5142.714285714285,1,0,0
Cadillac,Escalade ESV Sport,2021,8044.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,93000.0,5,1340.6666666666667,0,0,1
Mercedes-Benz,AMG GT AMG GT S,2016,9738.0,Gasoline,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Black,None reported,Yes,85500.0,10,885.2727272727273,1,0,1
BMW,M3 Base,2009,112000.0,Gasoline,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,28000.0,17,6222.222222222223,1,1,1
Honda,Accord EX-L,2009,167300.0,Gasoline,190.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Silver,Black,None reported,Yes,6250.0,17,9294.444444444445,0,0,1
Rolls-Royce,Cullinan,2022,115.0,Gasoline,6.7L V12 48V GDI DOHC Twin Turbo,8-Speed Automatic,–,Grace White,None reported,Yes,449995.0,4,23.0,0,0,1
Cadillac,Escalade Premium,2015,71000.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,35999.0,11,5916.666666666667,0,1,1
Acura,RDX Technology Package,2020,31015.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic,Silver,Ebony,None reported,Yes,36570.0,6,4430.714285714285,0,0,1
BMW,X2 xDrive28i,2022,33000.0,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Black,None reported,Yes,29999.0,4,6600.0,1,0,1
Chrysler,Pacifica Touring,2017,63000.0,–,–,9-Speed A/T,White,Beige,None reported,Yes,20000.0,9,6300.0,0,0,1
Buick,Verano Convenience,2013,68325.0,E85 Flex Fuel,180.0HP 2.4L 4 Cylinder Engine Flex Fuel Capability,Transmission w/Dual Shift Mode,Silver,Gray,None reported,Yes,11995.0,13,4880.357142857143,0,0,1
Mercedes-Benz,AMG S 63 Base 4MATIC,2020,20937.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,Magnetite Black Metallic,Black,None reported,Unknown,104900.0,6,2991.0,1,0,0
RAM,2500 Tradesman,2021,34365.0,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,48000.0,5,5727.5,0,1,1
Mercedes-Benz,Metris Base,2018,32000.0,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,44900.0,8,3555.5555555555557,1,0,1
Land,Rover Range Rover Evoque S,2020,40237.0,Gasoline,2.0 Liter,Automatic,Carpathian Grey Premium Metallic,Cloud,None reported,Unknown,36998.0,6,5748.142857142857,1,0,0
Volvo,XC90 T6 Inscription,2020,22500.0,Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,White,None reported,Yes,50000.0,6,3214.285714285714,0,0,1
Ford,Expedition King Ranch,2020,58700.0,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,48999.0,6,8385.714285714286,0,1,1
Toyota,Highlander Hybrid Limited,2006,264893.0,Hybrid,208.0HP 3.3L V6 Cylinder Engine Gas/Electric Hybrid,A/T,Gold,Beige,At least 1 accident or damage reported,Yes,5000.0,20,12613.952380952382,0,1,1
Toyota,Tundra SR5 Access Cab,2005,209500.0,Gasoline,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Gray,None reported,Yes,8500.0,21,9522.727272727272,0,0,1
Ford,Transit-350 Base,2023,195.0,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Gray,None reported,Yes,87500.0,3,48.75,0,0,1
Chevrolet,Express 3500 LT,2016,120000.0,Diesel,260.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Gray,None reported,Yes,19500.0,10,10909.09090909091,0,0,1
Chevrolet,Bolt EUV Premier,2022,14676.0,Gasoline,200.0HP Electric Motor Electric Fuel System,A/T,Black,Blue,None reported,Yes,33000.0,4,2935.2,0,0,1
Jeep,Wrangler Unlimited 4xe Sahara,2021,33704.0,Hybrid,2.0L I4 16V GDI DOHC Turbo Hybrid,8-Speed Automatic,Bright White Clearcoat,Black,None reported,Unknown,42998.0,5,5617.333333333333,0,0,0
BMW,X7 xDrive40i,2023,2950.0,Hybrid,375.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Brown,None reported,Yes,87000.0,3,737.5,1,0,1
Mercedes-Benz,AMG GT 53 Base,2021,17994.0,Gasoline,3.0L I6 24V GDI DOHC Turbo,9-Speed Automatic,–,–,None reported,Yes,87500.0,5,2999.0,1,0,1
Toyota,Tundra Limited,2020,44101.0,Gasoline,5.7L V8 32V MPFI DOHC,6-Speed Automatic,Gray,Black,None reported,Yes,45423.0,6,6300.142857142857,0,0,1
BMW,X1 xDrive28i,2021,25918.0,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,32000.0,5,4319.666666666667,1,0,1
BMW,135 i,2008,87000.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,15300.0,18,4578.9473684210525,1,0,1
Mazda,Mazda3 Touring,2018,28333.0,Gasoline,184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,20500.0,8,3148.1111111111113,0,0,1
Audi,A7 3.0T Premium Plus,2018,29294.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,39999.0,8,3254.8888888888887,1,0,1
Saturn,Sky Red Line,2008,37000.0,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,14995.0,18,1947.3684210526317,0,0,1
BMW,Z4 2.5i Roadster,2005,138000.0,Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,None reported,Yes,9950.0,21,6272.727272727273,1,0,1
Volvo,XC90 Hybrid T8 Inscription,2020,44487.0,Plug-In Hybrid,400.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Blue,Brown,None reported,Yes,65000.0,6,6355.285714285715,0,0,1
Acura,TLX A-Spec,2021,16878.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic,Red,Ebony,None reported,Yes,38781.0,5,2813.0,0,0,1
Acura,MDX w/Technology Package,2022,30177.0,Gasoline,3.5L 24V SOHC I-VTEC V6,2,Majestic Black Pearl,Espresso,None reported,Unknown,46598.0,4,6035.4,0,0,0
Chevrolet,Tahoe High Country,2021,53000.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,67100.0,5,8833.333333333334,0,1,1
Tesla,Model Y Long Range,2021,61308.0,Gasoline,425.0HP Electric Motor Electric Fuel System,A/T,White,White,None reported,Yes,42000.0,5,10218.0,0,0,1
Mercedes-Benz,GLK-Class GLK 350,2013,99200.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,Unknown,Unknown,11495.0,13,7085.714285714285,1,1,0
Chevrolet,Traverse LS,2022,32117.0,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Northsky Blue Metallic,Jet Black,None reported,Unknown,33299.0,4,6423.4,0,0,0
BMW,550 Gran Turismo i,2013,79341.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Brown,None reported,Yes,16800.0,13,5667.214285714285,1,0,1
Land,Rover Range Rover Sport HSE,2007,220000.0,Gasoline,300.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,5750.0,19,11000.0,1,0,1
BMW,430 i xDrive,2021,16900.0,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,White,None reported,Yes,43000.0,5,2816.6666666666665,1,0,1
Porsche,Cayman Base,2007,75137.0,Gasoline,245.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,M/T,Black,Gray,At least 1 accident or damage reported,Yes,24999.0,19,3756.85,1,1,1
Ford,Expedition Max King Ranch,2021,37594.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Black,Mesa,None reported,Yes,62595.0,5,6265.666666666667,0,0,1
Rivian,R1S Adventure Package,2023,250.0,Gasoline,835.0HP Electric Motor Electric Fuel System,A/T,Red,Black,Unknown,Unknown,94000.0,3,62.5,0,1,0
Mercedes-Benz,GLC 300 GLC 300,2021,12771.0,Gasoline,2.0 Liter Turbo,Automatic,Black,–,None reported,Unknown,42598.0,5,2128.5,1,0,0
Ford,Mustang Shelby GT500,2012,6400.0,Gasoline,550.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,48000.0,14,426.6666666666667,0,0,1
Tesla,Model Y Long Range,2021,69548.0,Gasoline,425.0HP Electric Motor Electric Fuel System,1-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,36300.0,5,11591.333333333334,0,1,1
Nissan,370Z Base,2009,79893.0,Gasoline,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,15900.0,17,4438.5,0,0,1
Toyota,Sequoia Platinum,2014,124838.0,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,33000.0,12,9602.923076923076,0,0,1
